Name,Platform
Scooby-Doo! Who's Watching Who?,PSP
Aliens in the Attic,Wii
Ro-Kyu-Bu!,PSP
Frogger Beyond,XB
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS
"Ni Hao, Kai-lan: Super Game Day",PS2
Pro Yakyuu Famista DS 2010,DS
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS
Captain Tsubasa,PS2
No One Can Stop Mr. Domino!,PS
Man vs. Wild,Wii
Majin Tensei,SNES
Yoru no Nai Kuni,PS4
Dragon Force II: Kamisarishi Daichi ni,SAT
Monkey Hero,PS
Sumikko Gurashi: Mura o Tsukurundesu,3DS
Krazy Ivan,PS
Quo Vadis,SAT
The Wolf Among Us,XOne
Fate/Tiger Colosseum,PSP
SCORE International Baja 1000: The Official Game,PS3
10 Minute Solution,Wii
Dragon Ball Z: The Legacy of Goku I & II,GBA
Family Game Night 4: The Game Show,X360
Romance of the Three Kingdoms 13,PS4
One Piece: Gear Spirit,DS
Tales of Fandom Vol.2,PS2
Genkai Totsuki Moero Chronicle,PSV
Minna no Joushiki Ryoku TV,Wii
Bella Sara,DS
Tears to Tiara: Garland of the Earth,PS3
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii
Backyard NBA Basketball,DS
Mind Quiz: Your Brain Coach,DS
Aikatsu! My No.1 Stage!,3DS
Codename: Kids Next Door: Operation S.O.D.A.,GBA
Pinball Hall of Fame: The Gottlieb Collection,XB
Conception: Please Give Birth to My Child!,PSP
Super Football,2600
The Idolmaster: Gravure For You! Vol. 3,PS3
Scooby-Doo! Unmasked,XB
Yoru no Nai Kuni,PSV
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS
Nicola Kanshuu: Model Oshare * Audition Platina,3DS
Fairy Tail: Portable Guild 2,PSP
Party Pigs: Farmyard Games,Wii
Imagine: My Restaurant,DS
Wizardry: Llylgamyn Saga,PS
Supremacy MMA,PSV
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2
Gale Racer,SAT
Myst,PS
Killer Instinct (2013),XOne
AKB1/149: Love Election,PSV
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP
Super Baseball,2600
Kenka Banchou 6: Soul & Blood,3DS
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3
Kung Fu Panda: Legendary Warriors,Wii
Formula One World Championship: Beyond the Limit,SCD
Medabots 8,3DS
Divinity: Original Sin,XOne
Little League World Series Baseball: Double Play,DS
Hakuouki DS,DS
Buster Bros. Collection,PS
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP
Grease Dance,PS3
Mega Man Battle Network: Operation Shooting Star,DS
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA
Animal Kingdom: Wildlife Expedition,Wii
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP
My First Songs,Wii
Boxing,PS
NHL Open Ice,PS
Gundam Battle Tactics,PSP
Touch Detective: Nameko Shigeru,3DS
Sky Gunner,PS2
And1 Streetball,XB
PhotoKano,PSV
Warriors Orochi 3,PSV
Real Sound: Kaze no Riguretto,SAT
Again,DS
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV
Summon Night 4,PSP
Hero Bank,3DS
Disney's Planes,3DS
Winx Club,GBA
World Party Games,Wii
Classic Road,PS
Cartoon Network: Punch Time Explosion XL,X360
Utawarerumono: Itsuwari no Kamen,PSV
My Fun Facts Coach,DS
The Idolm@ster: Live for You!,X360
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP
Open Season,PSP
Mega Man Xtreme,GB
America's Next Top Model,Wii
Margot's Word Brain,DS
Hang On GP,SAT
Uprising X,PS
SpongeBob's Truth or Square,X360
Mega Man Xtreme 2,GB
"Sesame Street: Ready, Set, Grover!",DS
Sigma Harmonics,DS
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii
Learn Geography,DS
Harlem Globetrotters: World Tour,DS
Summon Night,DS
"3 in 1: Solitaire, Mahjong & Tangram",DS
Beyond Good & Evil,GC
Pong / Asteroids / Yars' Revenge,GBA
NOëL: La Neige,PS
Busou Shinki: Battle Masters,PSP
Roll Away,PS
Derby Jockey: Kishou e no Michi,SNES
Harukanaru Toki no Naka de 4,PS2
Winning Post 7 2012,PS3
Spot Goes to Hollywood,PS
G Darius,PS
Mucha Lucha! Mascaritas of the Lost Code,GBA
SD Gundam: Gashapon Wars,GC
Picture Perfect Hair Salon,DS
River King: Mystic Valley (US sales),DS
Model * Oshare Audition: Dream Girl,3DS
Lupin Sansei: Shijou Saidai no Zunousen,DS
Petz Fantasy 3D,3DS
WRC 2: FIA World Rally Championship,X360
Archer Maclean's 3D Pool,GBA
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii
Goosebumps HorrorLand,PS2
Exhibition Volume 4,XB
Viewpoint,PS
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP
Disney's Donald Duck Advance,GBA
Hakuouki: Yuugi Roku,PSP
The Rub Rabbits!,DS
Rapala Pro Bass Fishing 2010,PSP
Let's Ride! Friends Forever,DS
Squishy Tank,DS
Dungeon Maker II: The Hidden War,PSP
Discovery Kids: Parrot Pals,DS
Kenyuu Densetsu Yaiba,SNES
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP
Elements of Destruction,DS
Eiken DS,DS
Game Center CX: Arino no Chousenjou 2,DS
E.X. Troopers,3DS
The Croods: Prehistoric Party!,Wii
J Legend Retsuden,3DS
SpongeBob's Truth or Square,PSP
Port Royale 3,PS3
The King of Fighters: Evolution,DC
DS Uranai Seikatsu,DS
Hyperdimension Neptunia Re;Birth 3,PSV
Pro Farm 1,PC
Rock Band Country Track Pack 2,PS3
All-Star Baseball 2004,GBA
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS
Jewel Time Deluxe,DS
The Legend of Heroes: Trails in the Sky Third Chapter,PSP
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2
Generator Rex: Agent of Providence,PS3
Alexi Lalas International Soccer,PS
Monster Rancher Battle Card: Episode II,PS
Crayola: Colorful Journey,Wii
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64
Jumper: Griffin's Story,PS2
Emily the Strange: Strangerous,DS
Famicom Mini: Nazo no Murasame-Jou,GBA
Jimmie Johnson's Anything With an Engine,Wii
Just Dance: Disney Party 2,XOne
Kane & Lynch 2: Dog Days,PC
Mahjong Fight Club DS: Wi-Fi Taiou,DS
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS
Vampire Knight DS,DS
Let's Paint,Wii
Rugby League 3,Wii
Magi: The Labyrinth of Beginning,3DS
The Croods: Prehistoric Party!,DS
I Don't Have Many Friends Portable,PSP
SimCity 4: Deluxe Edition,PC
Jewel Link Chronicles: Legend of Athena,DS
CSI: Dark Motives,DS
Burnout Paradise: The Ultimate Box,PS3
Loons: The Fight For Fame,XB
Metal Gear Solid,GB
The Legend of Heroes: Trails in the Sky First Chapter,PSV
Totaled!,XB
Bleach: Heat the Soul 3,PSP
Ecco: The Tides of Time,GEN
Make 10: A Journey of Numbers,DS
Fantasy Aquarium by DS,DS
Machine Head,PS
Lost Heroes,PSP
Vampire Legends: Power of Three,DS
The Legend of Heroes VII: The Trail of Zero,PSV
Shin Chan Contra ¡Los Plastas!,DS
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS
Blast Radius,PS
Cut the Rope,3DS
Resident Evil: Revelations 2,X360
Pro Yaky? Spirits 2011,3DS
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS
IA/VT Colorful,PSV
We Sing Rock!,Wii
Wallace & Gromit in Project Zoo,GC
Shadowgate 64: Trials of the Four Towers,N64
Super Robot Spirits,N64
Mia Hamm Soccer 64,N64
John Madden Football,SNES
Caesars Palace Advance: Millennium Gold Edition,GBA
Aero Gauge,N64
Battlezone: Rise of the Black Dogs,N64
Teenage Mutant Ninja Turtles: Tournament Fighters,NES
Moxie Girlz,DS
GunParade Orchestra: Shiro no Shou,PS2
Rec Room Games,DS
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3
Tony Hawk's Pro Skater 5,X360
Tales of Rebirth,PSP
Let's Ride! Dreamer,GBA
Fantasia: Music Evolved,X360
Tecmo's Deception,PS
Point Blank DS (JP sales),DS
G-Saviour,PS2
Gintama DS: Yorozuya Daisoudou,DS
BlazBlue: Chrono Phantasma,PSV
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS
Ragnarok: Hikari to Yami no Koujo,PSP
AMF Bowling Pinbusters!,DS
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC
Trick DS-han: Kakushi Kami no Sumukan,DS
Circuit Breakers,PS
Winter Sports 2011,Wii
futureU: The Prep Game for SAT,DS
Tank! Tank! Tank!,WiiU
Sprint Cars: Road to Knoxville,PS2
Guilty Gear Xrd -Revelator-,PS3
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA
Shrek's Carnival Craze Party Games,PS2
Dream Dance & Cheer,Wii
Billy's Boot Camp: Wii de Enjoy Diet!,Wii
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS
Fantastic Four,PS
Yamaha Supercross,Wii
Petz: Hamsterz Bunch,PSP
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2
San Goku Shi Taisen Ten,DS
Ant Nation,DS
Fairy Tail: Zelef Kakusei,PSP
Strike Point,PS
Dragon Slayer: The Legend of Heroes,SNES
Street Fighter II': Special Champion Edition (JP weekly sales),GEN
Pizza Delivery Boy,Wii
Tom and Jerry in War of the Whiskers,GC
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS
Famicom Mini: Wrecking Crew,GBA
Suzumiya Haruhi no Gekidou,Wii
Lost Heroes 2,3DS
Heavenly Guardian,Wii
Space Hulk: Vengeance of the Blood Angels,PS
Alpha and Omega,DS
Motor Toon Grand Prix (Japan),PS
Dino Master: Dig Discover Duel,DS
Ken to Mahou to Gakuen Mono. 3,PS3
Hikaru no Go: Heian Gensou Ibunroku,PS
Samurai Shodown,NG
OverBlood 2,PS
Judie no Atelier: Guramnat no Renkinjutsushi,PS2
"Horrid Henry: The Good, The Bad and The Bugly",3DS
Firefighter F.D.18,PS2
Pro Yaky? Spirits 2014,PSV
Legend of Kay,PS4
Cartoon Network: Punch Time Explosion XL,PS3
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS
Mega Man X4,SAT
Jackass the Game DS,DS
Jake Power: Handyman,DS
My Dress-Up,DS
Power Pro GB,GB
Sudoku Fever,GBA
The Putter Golf,PS
The Powerpuff Girls: Relish Rampage,GC
Super Real Mahjong Graffiti,SAT
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS
Ninja Warriors,SNES
Army Men: RTS,GC
Zettai Onkan Otoda Master,DS
Xbox Live Arcade Unplugged Volume 1,X360
TigerShark,PS
Major League Baseball 2K10,PSP
Norse by Norsewest: The Return of the Lost Vikings,PS
Titanic Mystery,DS
Backyard NFL Football '09,DS
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS
DefCon 5,PS
Secret Service: Ultimate Sacrifice,PS2
Transformer: Rise of the Dark Spark (3DS),3DS
Nichibeikan Pro Yakyuu: Final League,PS2
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii
Junior Classic Books & Fairytales,DS
Mario Tennis,Wii
FIFA Soccer 06,GBA
Freddi Fish: Kelp Seed Mystery,Wii
Brothers in Arms: Furious 4,PS3
Kanji Sonomama DS Rakubiki Jiten,DS
Hyperdimension Neptunia Victory,PSV
everGirl,GBA
Heroes Phantasia,PSP
Chuugaku Eitango Target 1800 DS,DS
Sherlock Holmes: Crimes & Punishments,PS3
Basketball Hall of Fame Ultimate Hoops Challenge,Wii
Disney's Party,GBA
Generator Rex: Agent of Providence,DS
Storybook Workshop,Wii
Command & Conquer 3: Tiberium Wars,PC
Card Games,PS
Tropix,DS
Mega Man: Battle & Chase,PS
Winning Post 7 2010,PS3
Build-A-Bear Workshop: Friendship Valley,Wii
Daniel X: The Ultimate Power,DS
Destrega,PS
Fantasy Aquarium World,Wii
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3
The Final Round,PS
MAPLUS: Portable Navi,PSP
Order Up!!,PS3
Reader Rabbit 1st Grade,Wii
Army Men: Green Rogue,PS
Centipede / Breakout / Warlords,GBA
Lucian Bee's: Justice Yellow / Evil Violet,PS2
Sly 2: Band of Thieves,PS3
Doraemon: Nobita no Shin Makai Daibouken DS,DS
Cabela's Big Game Hunter 2005 Adventures,GC
BlazBlue: Chrono Phantasma Extend,XOne
Pac-Man and the Ghostly Adventures 2,WiiU
Dark Souls,PC
National Geographic Challenge!,X360
Gambler Densetsu Tetsuya,PS2
Bleach: Hanatareshi Yabou,PS2
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2
Pandemonium 2,PS
Gundam Try Age SP,3DS
Dreamer Series: Pop Star,DS
12-Sai. Honto no Kimochi,3DS
Parlor! Mini 2,SNES
C: The Contra Adventure,PS
Interactive Storybook DS Series 1,DS
Dream C Club,X360
Pocky & Rocky with Becky,GBA
Streets of Rage 3,GEN
Just Dance: Disney Party 2,X360
Hasbro Family Game Night Fun Pack,X360
Pro Yaky? Spirits 4,PS3
My Horse & Me: Riding for Gold,DS
Speed Racer,PS
Cardfight!! Vanguard: Lock On Victory!!,3DS
Atelier Meruru: Alchemist of Arland 3,PSV
Ojyousama Express,PS
Zatch Bell! Mamodo Battles,GC
Genkai Tokki Monster Monpiece,PSV
Discworld,PS
Motion Explosion!,X360
Moshi Monsters: Katsuma Unleashed,3DS
July,DC
ESPN Winter X-Games: Snowboarding 2002,GBA
Bleach: Versus Crusade,Wii
Kanon,DC
You Don't Know Jack,DS
Cabela's Trophy Bucks,Wii
Cosmos Chaos!,DS
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU
Bullet Girls,PSV
Ikki Tousen: Xross Impact,PSP
Smart Boy's Toys Club,DS
Super Mahjong 2: Honkaku 4Jin Uchi,SNES
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS
Family Trainer: Treasure Adventure,Wii
Pop'n Music Portable 2,PSP
Kamen Rider: Dragon Knight,Wii
Darksiders II,XOne
Ys vs. Sora no Kiseki: Alternative Saga,PSP
Naruto: Ultimate Ninja Heroes (JP sales),PSP
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS
Ray Tracers,PS
Nicola Kanshuu: Model * Oshare Audition,DS
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2
Cold Stone Creamery: Scoop It Up,Wii
Kururin Paradise,GBA
Kiniro no Corda 2,PS2
Dynasty Warriors Vs,3DS
Sunrise Eiyuutan R,PS2
Utawarerumono: Futari no Hakuoro,PSV
Fishing Master (jp sales),Wii
OK! Puzzle Stars,DS
Zill O'll Infinite Plus,PSP
Tonka Rescue Patrol,GC
GunGriffon II,SAT
Backyard Hockey,DS
Famicom Mini: Balloon Fight,GBA
Steins;Gate: Senkei Kousoku no Phonogram,PS3
Seaman 2: Peking Genjin Ikusei Kit,PS2
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS
Sprung - A Game Where Everyone Scores,DS
Growlanser IV: Over Reloaded,PSP
Western Riding Academy,DS
Bubble Bobble also featuring Rainbow Islands,PS
Intellivision Lives!,GC
Panzer Tactics,DS
Pro Yaky? Spirits 2013,PSV
Robotica,SAT
Super Robot Wars OG: The Moon Dwellers,PS3
Deathrow: Underground Team Combat,XB
The Amazing Spider-Man 2 (2014),3DS
Paws & Claws: Marine Rescue,DS
Odin Sphere: Leifthrasir,PS3
R-Types,PS
Star Fighter,PS
Game Center CX: 3-Choume no Arino,3DS
Kuukan * Zukei: Hirameki Training - KuuTore,DS
Osu! Tatakae! Ouendan,DS
Dissidia: Final Fantasy Universal Tuning,PSP
Johnny Test,DS
Jewels of the Ages,DS
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS
The Legend of Heroes: Trails in the Sky Second Chapter,PSP
NHL Legacy,X360
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP
Santa Claus Is Comin' to Town!,DS
Disney Infinity 2.0: Marvel Super Heroes,PSV
Godzilla (2014),PS3
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2
LEGO Bionicle,GBA
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS
Power Shovel,PS
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES
My Pet Chimp,DS
Generator Rex: Agent of Providence,X360
Spy Games: Elevator Mission,Wii
The Book of Unwritten Tales: The Critter Chronicles,PC
Spy Fox in Dry Cereal,Wii
There,PS
Tokimeki no Houkago,PS
Zumba Fitness Core,Wii
Lego Batman 3: Beyond Gotham,PC
Di-Gata Defenders,DS
ZhuZhu Pets: Quest for Zhu,DS
Akai Katana Shin,X360
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA
Mad Maestro!,PS2
Densha De Go! 3 Tsuukinhen,PS2
Jewel Quest IV: Heritage,DS
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP
Steins;Gate,X360
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS
Star Wars Knights of the Old Republic II: The Sith Lords,PC
Risen 3: Titan Lords,PS4
Guilty Gear XX Accent Core Plus,PS2
Higurashi Daybreak Portable,PSP
Shonen Jump's One Piece: Grand Battle,GC
Transformer: Rise of the Dark Spark,WiiU
Barbie Horse Adventures: Wild Horse Rescue,XB
Blast Lacrosse,PS
Kikou Heidan J-Phoenix,PS2
Backyard NFL Football '10,PS2
DreamWorks Super Star Kartz,X360
Legend of Kay,DS
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA
Bubble Bobble: Old & New,GBA
Speed,Wii
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3
Kekkon: Marriage,SAT
KimiKiss,PS2
Nicola Kanshuu: Model * Oshare Audition 2,3DS
Imagine: Gymnast,DS
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP
Shining Force Feather,DS
Kurupoto Cool Cool Stars,DS
Attack on Titan (KOEI),PS3
Cocoto Kart Racer,Wii
Mobile Suit Gundam 00: Gundam Meisters,PS2
Imagine: Cheerleader,DS
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3
Metal Gear Solid: Social Ops,PS2
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS
PenPen TriIceLon,DC
SBK 2011: FIM Superbike World Championship,X360
Crazy Chicken Tales,Wii
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP
Mega Man Battle Network 5: Double Team DS (US sales),DS
Attack on Titan (KOEI),XOne
EverQuest II: Destiny of Velious,PC
Summon Night 6: Lost Borders,PSV
Summon Night 2,DS
Chou Soujuu Mecha MG,DS
Pro Evolution Soccer 2012,PS2
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP
Chevrolet Camaro: Wild Ride,Wii
Genkai Tokki: Moero Crystal,PSV
Project Setsuna,PS4
Neon Genesis Evangelion,N64
JoJo's Bizarre Adventure: All Star Battle,3DS
Digimon All-Star Rumble,X360
The Legend of Heroes VII: The Trail of Blue,PSV
ICO,PS3
Eigo de Tabisuru: Little Charo,DS
World Series of Poker 2008: Battle for the Bracelets,DS
NBA Hangtime,PS
Busy Scissors,DS
Dreamer Series: Zoo Keeper,DS
D.C. II P.S.: Da Capo II Plus Situation,PS2
Mike Piazza's Strike Zone,N64
Bust-A-Move '99,N64
Star Soldier: Vanishing Earth,N64
Top Gear Hyper-Bike,N64
Brunswick Circuit Pro Bowling,N64
Olympic Hockey 98,N64
CyberTiger,N64
Polaris SnoCross,N64
Penny Racers,N64
S.C.A.R.S,N64
Virtual Chess 64,N64
Marvel Super Heroes,SAT
Atelier Sophie: The Alchemist of the Mysterious Book,PSV
Prinny: Can I Really Be The Hero? (US sales),PSP
Foster's Home for Imaginary Friends: Imagination Invaders,DS
Smile PreCure! Let's Go! Marchen World,3DS
Tokyo Xtreme Racer Advance,GBA
Doraemon: Nobita no Uchuu Eiyuuki,3DS
Rock Blast,DS
I Love Beauty: Hollywood Makeover,DS
A New Beginning,PC
World Cup of Pool,DS
Santa Claus Is Comin' to Town!,Wii
Power Pro Success Legends,PSP
Killer Loop,PS
Cabela's Dangerous Hunts: Ultimate Challenge,PSP
Worldwide Soccer,SAT
Toriko: Gourmet Battle!,3DS
Tony Hawk's Pro Skater 5,PS3
Puzzler Collection,Wii
Rapala Pro Fishing,GBA
Fate/Tiger Colosseum Upper,PSP
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS
Pop Cutie! Street Fashion Simulation,DS
Ford Racing 3,GBA
Culdcept Revolt,3DS
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2
World Soccer Winning Eleven 9 (US sales),PSP
Winning Post 4 Maximum,PS2
Exhibition Volume 5,XB
Record of Lodoss War: Eiyuu Sensou,SCD
Pro Yakyuu Netsu Star 2007,PS2
Starry ? Sky: In Summer,PSP
Klonoa Beach Volleyball,PS
Melty Blood: Actress Again,PS2
Mahouka Koukou no Rettousei: Out of Order,PSV
3D Lemmings,PS
Hi Hi Puffy AmiYumi: Kaznapped,GBA
Corpse Party: Back to School Edition,3DS
Tenchi Muyou! Ryoukouki Gokuraku,SAT
I Am In The Movie,PSP
Zoo Tycoon: Complete Collection,PC
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS
Metal Max 4: Gekkou no Diva,3DS
Magi: Aratanaru Sekai,3DS
Playmobil Knights,DS
MXGP 2,XOne
Dance Sensation!,Wii
Raw Danger! (JP sales),PS2
Archer Maclean Presents: Pool Paradise,PS2
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS
Utawarerumono: Itsuwari no Kamen,PS4
Backyard Skateboarding 2006,GBA
Syndicate,PC
Steins;Gate: Hiyoku Renri no Darling,PSP
Call of Duty: The War Collection,X360
Gegege no Kitarou: Youkai Daigekisen,DS
FIFA Soccer 07,DS
Emblem of Gundam,DS
Satisfashion,DS
Imagine: Resort Owner,DS
G-Police: Weapons of Justice,PS
Paws & Claws: Pampered Pets 2,DS
Policenauts,3DO
All Kamen Rider: Rider Generation 2,PSP
Killing Zone,PS
Adventures of Lolo,NES
Quiz! Hexagon II,DS
BlazBlue Central Fiction,PS3
Syphon Filter: Logan's Shadow,PS2
NTRA Breeders' Cup World Thoroughbred Championships,XB
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2
Tanjou S Debut,SAT
Nendoroid Generation,PSP
Pop'n TwinBee: Rainbow Bell Adventure,SNES
Broken Helix,PS
Crazy Chicken: Pharaoh's Treasure,DS
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS
Hajime no Ippo Portable: Victorious Spirits,PSP
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS
Jumble Madness,DS
Brain Quest: Grades 3 & 4,DS
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS
Vitamin X to Z,PSP
Jacqueline Wilson's Tracy Beaker: The Game,DS
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB
Real Bout Garou Densetsu Special: Dominated Mind,PS
Minna no Sukkiri,PSP
Aquarium by DS,DS
Winter Sports 2: The Next Challenge,DS
Chaos Rings III,PSV
Kamen Rider: Battride War Genesis,PS4
Burning Rangers,SAT
The Amazing Spider-Man 2 (2014),WiiU
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS
Samurai Warriors 4: Empires,PS3
Interplay Sports Baseball 2000,PS
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES
Eikan wa Kimini 2002: Koshien no Kodou,PS2
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP
G1 Jockey 2,PS2
Mobile Ops: The One Year War,X360
Senritsu no Stratus,PSP
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS
Gormiti: The Lords of Nature!,DS
Monkey Island: Special Edition Collection,X360
Wantame Fortune Channel,DS
Atari's Greatest Hits: Volume 2,DS
Evangelion: Jo,PSP
Bleach: Blade Battlers 2nd,PS2
Men in Black The Series: Crashdown,PS
Kamen Rider Kabuto,PS2
Winx Club: Quest for the Codex,DS
Zero Divide,PS
FIFA Street,GC
ZombiU,PS4
Hakuoki: Stories of the Shinsengumi,PS3
Kaite Shabette Hajimeyou! Monster Farm DS,DS
Rugby World Cup 2015,PS3
Pheasants Forever Wingshooter,Wii
Pro Yaky? Spirits 2012,PSV
SD Gundam G Generation Wars,Wii
Broken Sword II: The Smoking Mirror,PS
World Championship Athletics,Wii
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2
TOCA Race Driver 2: Ultimate Racing Simulator,PS2
Girls RPG: Cinderellife,3DS
Scrabble Blast!,GBA
Fate/Stay Night [Réalta Nua],PSV
